Kind,Identifier,Common Facet,Leaf Term
3,1430,"Object, Furnishings, Pipe Holder",Pipe Holder
3,1431,"Object, Furnishings, Pipe Holder, Pipe Box",Pipe Box
3,1432,"Object, Furnishings, Pipe Holder, Pipe Rack",Pipe Rack
3,1433,"Object, Furnishings, Pipe Holder, Pipe Stand",Pipe Stand
3,1652,"Object, Furnishings, Plant Trellis",Plant Trellis
3,1502,"Object, Furnishings, Planter",Planter
3,1503,"Object, Furnishings, Planter, Flowerpot",Flowerpot
3,1504,"Object, Furnishings, Planter, Flowerpot, Hanging Flowerpot",Hanging Flowerpot
3,1506,"Object, Furnishings, Planter, Jardinière",Jardinière
3,1505,"Object, Furnishings, Planter, Strawberry Jar",Strawberry Jar
3,1414,"Object, Furnishings, Playpen",Playpen
3,1884,"Object, Furnishings, Poker",Poker
3,1146,"Object, Furnishings, Porch Glider",Porch Glider
3,1175,"Object, Furnishings, Porch Swing",Porch Swing
3,1810,"Object, Furnishings, Portable Igniter",Portable Igniter
3,1148,"Object, Furnishings, Pouffe",Pouffe
3,1791,"Object, Furnishings, Prism",Prism
3,1839,"Object, Furnishings, Punkah",Punkah
3,1565,"Object, Furnishings, Rack",Rack
3,1567,"Object, Furnishings, Rack, Book Rack",Book Rack
3,1568,"Object, Furnishings, Rack, Boot Rack",Boot Rack
3,1566,"Object, Furnishings, Rack, Coatrack",Coatrack
3,1569,"Object, Furnishings, Rack, Firewood Rack",Firewood Rack
3,1570,"Object, Furnishings, Rack, Gun Rack",Gun Rack
3,1571,"Object, Furnishings, Rack, Hat Rack",Hat Rack
3,1572,"Object, Furnishings, Rack, Key Rack",Key Rack
3,1573,"Object, Furnishings, Rack, Magazine Rack",Magazine Rack
3,1574,"Object, Furnishings, Rack, Media Rack",Media Rack
3,1575,"Object, Furnishings, Rack, Media Rack, Record Rack",Record Rack
3,1576,"Object, Furnishings, Rack, Music Rack",Music Rack
3,1577,"Object, Furnishings, Rack, Newspaper Rack",Newspaper Rack
3,1578,"Object, Furnishings, Rack, Plant Rack",Plant Rack
3,1579,"Object, Furnishings, Rack, Plate Rack",Plate Rack
3,1580,"Object, Furnishings, Rack, Spoon Rack",Spoon Rack
3,1581,"Object, Furnishings, Rack, Tie Rack",Tie Rack
3,1582,"Object, Furnishings, Rack, Tool Rack",Tool Rack
3,1583,"Object, Furnishings, Rack, Towel Rack",Towel Rack
3,1792,"Object, Furnishings, Reflector",Reflector
3,1561,"Object, Furnishings, Refrigerator Magnet",Refrigerator Magnet
3,1899,"Object, Furnishings, Rod Bracket",Rod Bracket
3,1725,"Object, Furnishings, Rope Light",Rope Light
3,1042,"Object, Furnishings, Rug",Rug
3,1048,"Object, Furnishings, Rug, Area Rug",Area Rug
3,1043,"Object, Furnishings, Rug, Carpet",Carpet
3,1044,"Object, Furnishings, Rug, Carpet, Broadloom Carpet",Broadloom Carpet
3,1045,"Object, Furnishings, Rug, Carpet, Carpet Tile",Carpet Tile
3,1046,"Object, Furnishings, Rug, Flatweave",Flatweave
3,1047,"Object, Furnishings, Rug, Flatweave, Rag Rug",Rag Rug
3,1049,"Object, Furnishings, Rug, Hearth Rug",Hearth Rug
3,1050,"Object, Furnishings, Rug, Knotted Rug",Knotted Rug
3,1051,"Object, Furnishings, Rug, Linoleum Rug",Linoleum Rug
3,1052,"Object, Furnishings, Rug, Loop Rug",Loop Rug
3,1053,"Object, Furnishings, Rug, Oriental Rug",Oriental Rug
3,1054,"Object, Furnishings, Rug, Pelt Rug",Pelt Rug
3,1055,"Object, Furnishings, Rug, Pictorial Rug",Pictorial Rug
3,1056,"Object, Furnishings, Rug, Shag Rug",Shag Rug
3,1057,"Object, Furnishings, Rug, Stair Rug",Stair Rug
3,1058,"Object, Furnishings, Rug, Throw Rug",Throw Rug
3,1793,"Object, Furnishings, Rushlight",Rushlight
3,1749,"Object, Furnishings, Rushlight Holder",Rushlight Holder
3,1300,"Object, Furnishings, Safe",Safe
3,1301,"Object, Furnishings, Safe, Gun Safe",Gun Safe
3,1631,"Object, Furnishings, Safety Gate",Safety Gate
3,1645,"Object, Furnishings, Safety Rail",Safety Rail
3,1646,"Object, Furnishings, Safety Rail, Grab Bar",Grab Bar
3,1647,"Object, Furnishings, Safety Rail, Toilet Safety Rail",Toilet Safety Rail
3,1642,"Object, Furnishings, Sash Pole",Sash Pole
3,1415,"Object, Furnishings, Screen",Screen
3,1416,"Object, Furnishings, Screen, Folding Screen",Folding Screen
3,1417,"Object, Furnishings, Screen, Modular Wall",Modular Wall
3,1729,"Object, Furnishings, Searchlight",Searchlight
3,1071,"Object, Furnishings, Seating Furniture",Seating Furniture
3,1924,"Object, Furnishings, Shade",Shade
3,1922,"Object, Furnishings, Shade Pull",Shade Pull
3,1925,"Object, Furnishings, Shade, Accordion Shade",Accordion Shade
3,1926,"Object, Furnishings, Shade, Austrian Shade",Austrian Shade
3,1927,"Object, Furnishings, Shade, Balloon Shade",Balloon Shade
3,1928,"Object, Furnishings, Shade, Roller Shade",Roller Shade
3,1929,"Object, Furnishings, Shade, Roman Shade",Roman Shade
3,1027,"Object, Furnishings, Sham",Sham
3,1028,"Object, Furnishings, Sham, Bolster Sham",Bolster Sham
3,1029,"Object, Furnishings, Sham, Pillow Sham",Pillow Sham
3,1313,"Object, Furnishings, Shelf",Shelf
3,1314,"Object, Furnishings, Shelf, Corner Shelf",Corner Shelf
3,1306,"Object, Furnishings, Shelving Unit",Shelving Unit
3,1461,"Object, Furnishings, Show Towel",Show Towel
3,1609,"Object, Furnishings, Shower Curtain",Shower Curtain
3,1648,"Object, Furnishings, Shower Curtain Ring",Shower Curtain Ring
3,1302,"Object, Furnishings, Sideboard",Sideboard
3,1303,"Object, Furnishings, Sideboard, Buffet",Buffet
3,1304,"Object, Furnishings, Sideboard, Credenza",Credenza
3,1305,"Object, Furnishings, Sideboard, Huntboard",Huntboard
3,1176,"Object, Furnishings, Sleeping & Reclining Furniture",Sleeping & Reclining Furniture
3,970,"Object, Furnishings, Sleeping Bag",Sleeping Bag
3,1013,"Object, Furnishings, Sleeping Mat",Sleeping Mat
3,1435,"Object, Furnishings, Snuff Jar",Snuff Jar
3,1149,"Object, Furnishings, Sofa",Sofa
3,1154,"Object, Furnishings, Sofa, Chesterfield Sofa",Chesterfield Sofa
3,1155,"Object, Furnishings, Sofa, Conversational Sofa",Conversational Sofa
3,1152,"Object, Furnishings, Sofa, Love Seat",Love Seat
3,1156,"Object, Furnishings, Sofa, Sectional Sofa",Sectional Sofa
3,1153,"Object, Furnishings, Sofa, Settee",Settee
3,1150,"Object, Furnishings, Sofa, Sofa Bed",Sofa Bed
3,1151,"Object, Furnishings, Sofa, Sofa Bed, Davenport",Davenport
3,1157,"Object, Furnishings, Sofa, Veilleuse",Veilleuse
3,1817,"Object, Furnishings, Spill",Spill
3,1427,"Object, Furnishings, Spit Container",Spit Container
3,1428,"Object, Furnishings, Spit Container, Spit Box",Spit Box
3,1429,"Object, Furnishings, Spit Container, Spittoon",Spittoon
3,1750,"Object, Furnishings, Splint Holder",Splint Holder
3,1730,"Object, Furnishings, Spotlight",Spotlight
3,1588,"Object, Furnishings, Stand",Stand
3,1590,"Object, Furnishings, Stand, Flower Stand",Flower Stand
3,1591,"Object, Furnishings, Stand, Mucilage Stand",Mucilage Stand
3,1589,"Object, Furnishings, Stand, Picture Easel",Picture Easel
3,1592,"Object, Furnishings, Stand, Plate Stand",Plate Stand
3,1593,"Object, Furnishings, Stand, Watch Stand",Watch Stand
3,1346,"Object, Furnishings, Step",Step
3,1347,"Object, Furnishings, Step, Bed Step",Bed Step
3,1348,"Object, Furnishings, Step, Library Step",Library Step
3,1158,"Object, Furnishings, Stool",Stool
3,1159,"Object, Furnishings, Stool, Barstool",Barstool
3,1164,"Object, Furnishings, Stool, Box Stool",Box Stool
3,1165,"Object, Furnishings, Stool, Box Stool, Bidet Stand",Bidet Stand
3,1166,"Object, Furnishings, Stool, Counter Stool",Counter Stool
3,1167,"Object, Furnishings, Stool, Dressing Stool",Dressing Stool
3,1168,"Object, Furnishings, Stool, Folding Stool",Folding Stool
3,1169,"Object, Furnishings, Stool, Folding Stool, Camp Stool",Camp Stool
3,1160,"Object, Furnishings, Stool, Footstool",Footstool
3,1163,"Object, Furnishings, Stool, Footstool, Gout Stool",Gout Stool
3,1161,"Object, Furnishings, Stool, Footstool, Hassock",Hassock
3,1162,"Object, Furnishings, Stool, Footstool, Ottoman",Ottoman
3,1170,"Object, Furnishings, Stool, Kitchen Stool",Kitchen Stool
3,1171,"Object, Furnishings, Stool, Milking Stool",Milking Stool
3,1172,"Object, Furnishings, Stool, Stacking Stool",Stacking Stool
3,1173,"Object, Furnishings, Stool, Step Stool",Step Stool
3,1174,"Object, Furnishings, Stool, Taboret",Taboret
3,1512,"Object, Furnishings, Storage & Display Accessories",Storage & Display Accessories
3,1215,"Object, Furnishings, Storage & Display Furniture",Storage & Display Furniture
3,1867,"Object, Furnishings, Stove Component",Stove Component
3,1868,"Object, Furnishings, Stove Component, Stove Board",Stove Board
3,1870,"Object, Furnishings, Stove Component, Stove Grate",Stove Grate
3,1871,"Object, Furnishings, Stove Component, Stove Hood",Stove Hood
3,1872,"Object, Furnishings, Stove Component, Stove Lid",Stove Lid
3,1873,"Object, Furnishings, Stove Component, Stove Plate",Stove Plate
3,1875,"Object, Furnishings, Stove Component, Stove Support",Stove Support
3,1874,"Object, Furnishings, Stove Component, Stovepipe",Stovepipe
3,1869,"Object, Furnishings, Stove Component, Stovepipe Damper",Stovepipe Damper
3,1041,"Object, Furnishings, Stove Pad",Stove Pad
3,1888,"Object, Furnishings, Stove Tool",Stove Tool
3,1891,"Object, Furnishings, Stove Tool, Grate Shaker",Grate Shaker
3,1889,"Object, Furnishings, Stove Tool, Stove Lifter",Stove Lifter
3,1890,"Object, Furnishings, Stove Tool, Stove Scraper",Stove Scraper
3,1892,"Object, Furnishings, Stove Tool, Stove Shovel",Stove Shovel
3,1818,"Object, Furnishings, Strike-a-Light",Strike-a-Light
3,1726,"Object, Furnishings, String Light",String Light
3,1731,"Object, Furnishings, Striplight",Striplight
3,1732,"Object, Furnishings, Striplight, Borderlight",Borderlight
3,1733,"Object, Furnishings, Striplight, Footlight",Footlight
3,1727,"Object, Furnishings, Strobe Light",Strobe Light
3,1311,"Object, Furnishings, Support Furniture",Support Furniture
3,1931,"Object, Furnishings, Swag",Swag
3,1349,"Object, Furnishings, Table",Table
3,1460,"Object, Furnishings, Table Screen",Table Screen
3,1350,"Object, Furnishings, Table, Breakfast Table",Breakfast Table
3,1351,"Object, Furnishings, Table, Café Table",Café Table
3,1352,"Object, Furnishings, Table, Card Table",Card Table
3,1353,"Object, Furnishings, Table, Cart Table",Cart Table
3,1354,"Object, Furnishings, Table, Cart Table, Appliance Cart",Appliance Cart
3,1355,"Object, Furnishings, Table, Cart Table, Computer Cart",Computer Cart
3,1356,"Object, Furnishings, Table, Cart Table, Media Cart",Media Cart
3,1357,"Object, Furnishings, Table, Cart Table, Tea Cart",Tea Cart
3,1358,"Object, Furnishings, Table, Center Table",Center Table
3,1359,"Object, Furnishings, Table, Chart Table",Chart Table
3,1360,"Object, Furnishings, Table, Cocktail Table",Cocktail Table
3,1361,"Object, Furnishings, Table, Coffee Table",Coffee Table
3,1362,"Object, Furnishings, Table, Dining Table",Dining Table
3,1363,"Object, Furnishings, Table, Dining Table, Extension Dining Table",Extension Dining Table
3,1364,"Object, Furnishings, Table, Dressing Table",Dressing Table
3,1365,"Object, Furnishings, Table, Dressing Table, Commode Table",Commode Table
3,1366,"Object, Furnishings, Table, Dropleaf Table",Dropleaf Table
3,1367,"Object, Furnishings, Table, Dropleaf Table, Corner Table",Corner Table
3,1368,"Object, Furnishings, Table, Dropleaf Table, Gateleg Table",Gateleg Table
3,1369,"Object, Furnishings, Table, Folding Table",Folding Table
3,1370,"Object, Furnishings, Table, Game Table",Game Table
3,1371,"Object, Furnishings, Table, Garden Table",Garden Table
3,1372,"Object, Furnishings, Table, Kitchen Table",Kitchen Table
3,1373,"Object, Furnishings, Table, Manicure Table",Manicure Table
3,1374,"Object, Furnishings, Table, Mess Table",Mess Table
3,1375,"Object, Furnishings, Table, Nesting Table",Nesting Table
3,1376,"Object, Furnishings, Table, Occasional Table",Occasional Table
3,1377,"Object, Furnishings, Table, Parlor Table",Parlor Table
3,1378,"Object, Furnishings, Table, Parsons Table",Parsons Table
3,1379,"Object, Furnishings, Table, Patio Table",Patio Table
3,1380,"Object, Furnishings, Table, Pedestal Table",Pedestal Table
3,1381,"Object, Furnishings, Table, Pembroke Table",Pembroke Table
3,1382,"Object, Furnishings, Table, Picnic Table",Picnic Table
3,1383,"Object, Furnishings, Table, Rent Table",Rent Table
3,1384,"Object, Furnishings, Table, Restaurant Table",Restaurant Table
3,1385,"Object, Furnishings, Table, Serving Table",Serving Table
3,1386,"Object, Furnishings, Table, Side Table",Side Table
3,1387,"Object, Furnishings, Table, Side Table, Console Table",Console Table
3,1388,"Object, Furnishings, Table, Side Table, End Table",End Table
3,1389,"Object, Furnishings, Table, Side Table, Night Table",Night Table
3,1390,"Object, Furnishings, Table, Side Table, Pier Table",Pier Table
3,1391,"Object, Furnishings, Table, Snack Table",Snack Table
3,1392,"Object, Furnishings, Table, Sofa Table",Sofa Table
3,1393,"Object, Furnishings, Table, Tea Table",Tea Table
3,1394,"Object, Furnishings, Table, Tilt-Top Table",Tilt-Top Table
3,1395,"Object, Furnishings, Table, Trestle Table",Trestle Table
3,1396,"Object, Furnishings, Table, Tripod Table",Tripod Table
3,1397,"Object, Furnishings, Table, Vesting Table",Vesting Table
3,1398,"Object, Furnishings, Table, Work Table",Work Table
3,1399,"Object, Furnishings, Table, Work Table, Knitting Table",Knitting Table
3,1400,"Object, Furnishings, Table, Work Table, Sewing Table",Sewing Table
3,1401,"Object, Furnishings, Table, Workbench",Workbench
3,1457,"Object, Furnishings, Taxidermy Mount",Taxidermy Mount
3,1489,"Object, Furnishings, Throw",Throw
3,1640,"Object, Furnishings, Throw Pillow",Throw Pillow
3,1490,"Object, Furnishings, Throw, Afghan",Afghan
3,1491,"Object, Furnishings, Throw, Chair Throw",Chair Throw
3,1492,"Object, Furnishings, Throw, Sofa Throw",Sofa Throw
3,1493,"Object, Furnishings, Throw, Table Throw",Table Throw
3,1820,"Object, Furnishings, Tinder",Tinder
3,1821,"Object, Furnishings, Tinder, Punk",Punk
3,1822,"Object, Furnishings, Tinderpistol",Tinderpistol
3,1532,"Object, Furnishings, Toilet Paper Cozy",Toilet Paper Cozy
3,1651,"Object, Furnishings, Toilet Seat",Toilet Seat
3,1752,"Object, Furnishings, Torch",Torch
3,1751,"Object, Furnishings, Torch Holder",Torch Holder
3,1753,"Object, Furnishings, Torch, Flambeau",Flambeau
3,1754,"Object, Furnishings, Torch, Tiki Torch",Tiki Torch
3,1585,"Object, Furnishings, Towel Roller",Towel Roller
3,1932,"Object, Furnishings, Valance",Valance
3,1508,"Object, Furnishings, Vase",Vase
3,1509,"Object, Furnishings, Vase, Bud Vase",Bud Vase
3,1510,"Object, Furnishings, Vase, Flower Vase",Flower Vase
3,1511,"Object, Furnishings, Vase, Wall Vase",Wall Vase
3,1448,"Object, Furnishings, Wall Hanging",Wall Hanging
3,1564,"Object, Furnishings, Wall Pocket",Wall Pocket
3,1500,"Object, Furnishings, Wardian Case",Wardian Case
3,1307,"Object, Furnishings, Wardrobe",Wardrobe
3,1308,"Object, Furnishings, Wardrobe, Armoire",Armoire
3,1309,"Object, Furnishings, Wardrobe, Kas",Kas
3,1310,"Object, Furnishings, Wardrobe, Shrank",Shrank
3,1558,"Object, Furnishings, Watch Jar",Watch Jar
3,1604,"Object, Furnishings, Water Catcher",Water Catcher
3,1559,"Object, Furnishings, Water Jar",Water Jar
3,1560,"Object, Furnishings, Water Jar, Hydria",Hydria
3,1802,"Object, Furnishings, Wick",Wick
3,1789,"Object, Furnishings, Wick Pick",Wick Pick
3,1801,"Object, Furnishings, Wick Trimmer",Wick Trimmer
3,1894,"Object, Furnishings, Window & Door Coverings",Window & Door Coverings
3,1459,"Object, Furnishings, Window Ornament",Window Ornament
3,1297,"Object, Furnishings, Étagère",Étagère
3,8772,"Object, Fuse Block",Fuse Block
3,8753,"Object, Fuse Puller",Fuse Puller
3,6410,"Object, Gad",Gad
3,6411,"Object, Gad, Moil",Moil
3,6412,"Object, Gadder",Gadder
3,10078,"Object, Gallows Hood",Gallows Hood
3,14188,"Object, Gambling Device",Gambling Device
3,14193,"Object, Gambling Device, Bingo Device",Bingo Device
3,14194,"Object, Gambling Device, Bingo Device, Bingo Ball",Bingo Ball
3,14195,"Object, Gambling Device, Bingo Device, Bingo Card",Bingo Card
3,14196,"Object, Gambling Device, Bingo Device, Bingo Tumbler",Bingo Tumbler
3,14202,"Object, Gambling Device, Croupier's Paddle",Croupier's Paddle
3,14190,"Object, Gambling Device, Gambling Chip",Gambling Chip
3,14191,"Object, Gambling Device, Gambling Chip, Poker Chip",Poker Chip
3,14207,"Object, Gambling Device, Gambling Tray",Gambling Tray
3,14205,"Object, Gambling Device, Gaming Stick",Gaming Stick
3,14206,"Object, Gambling Device, Gaming Table",Gaming Table
3,14197,"Object, Gambling Device, Lottery Device",Lottery Device
3,14198,"Object, Gambling Device, Lottery Device, Lottery Ball",Lottery Ball
3,14199,"Object, Gambling Device, Lottery Device, Lottery Ball Dispenser",Lottery Ball Dispenser
3,14200,"Object, Gambling Device, Lottery Device, Lottery Ticket",Lottery Ticket
3,14204,"Object, Gambling Device, Poker Chip Rack",Poker Chip Rack
3,14203,"Object, Gambling Device, Punchboard",Punchboard
3,14189,"Object, Gambling Device, Roulette Board",Roulette Board
3,14208,"Object, Gambling Device, Roulette Wheel",Roulette Wheel
3,14201,"Object, Gambling Device, Slot Machine",Slot Machine
3,14192,"Object, Gambling Device, Wager Cup",Wager Cup
3,14209,"Object, Gambling Device, Wheel of Fortune",Wheel of Fortune
3,14210,"Object, Game",Game
3,14138,"Object, Game Case",Game Case
3,14139,"Object, Game Component",Game Component
3,14141,"Object, Game Component, Billiard Component",Billiard Component
3,14142,"Object, Game Component, Billiard Component, Billiard Ball",Billiard Ball
3,14146,"Object, Game Component, Billiard Component, Billiard Ball Rack",Billiard Ball Rack
3,14143,"Object, Game Component, Billiard Component, Billiard Bridge",Billiard Bridge
3,14144,"Object, Game Component, Billiard Component, Billiard Chalk",Billiard Chalk
3,14145,"Object, Game Component, Billiard Component, Billiard Cue",Billiard Cue
3,14158,"Object, Game Component, Croquet Gear",Croquet Gear
3,14159,"Object, Game Component, Croquet Gear, Croquet Ball",Croquet Ball
3,14160,"Object, Game Component, Croquet Gear, Croquet Mallet",Croquet Mallet
3,14161,"Object, Game Component, Croquet Gear, Croquet Post",Croquet Post
3,14162,"Object, Game Component, Croquet Gear, Croquet Stand",Croquet Stand
3,14163,"Object, Game Component, Croquet Gear, Croquet Wicket",Croquet Wicket
3,14153,"Object, Game Component, Dartboard",Dartboard
3,14150,"Object, Game Component, Dice Cup",Dice Cup
3,14179,"Object, Game Component, Gallery Target",Gallery Target
3,14140,"Object, Game Component, Game Card",Game Card
3,14151,"Object, Game Component, Game Dart",Game Dart
3,14152,"Object, Game Component, Game Dart, Lawn Dart",Lawn Dart
3,14167,"Object, Game Component, Game Mat",Game Mat
3,14168,"Object, Game Component, Game Mat, Game Felt",Game Felt
3,14170,"Object, Game Component, Game Piece",Game Piece
3,14171,"Object, Game Component, Game Piece, Checker",Checker
3,14176,"Object, Game Component, Game Piece, Chess Piece",Chess Piece
3,14173,"Object, Game Component, Game Piece, Die",Die
3,14172,"Object, Game Component, Game Piece, Game Counter",Game Counter
3,14175,"Object, Game Component, Game Piece, Game Marker",Game Marker
3,14177,"Object, Game Component, Game Piece, Game Tile",Game Tile
3,14174,"Object, Game Component, Game Piece, Toy Jack",Toy Jack
